"","TCGA-02-0055","TCGA-04-1332"
"R3HDM2",3.76,4.33
"R3HDM2P1",0,0
"R3HDM2P2",0,0
"R3HDM4",6.13,5.64
"R3HDML",0,0
"RAB10",7.64,6.35
"RAB11A",6.42,6.05
"RAB11AP1",0,0
"RAB11AP2",0,0
"RAB11B",7.15,8.11
"RAB11B-AS1",3.06,2.03
"RAB11FIP1",1.66,4.22
"RAB11FIP1P1",0.72,1.32
"RAB11FIP2",3.49,3.56
"RAB11FIP3",4.7,5.44
"RAB11FIP4",1.77,4.21
"RAB11FIP5",4.88,4.89
"RAB12",5.97,5
"RAB13",5.64,5.19
"RAB14",6.93,5.26
"RAB15",4.12,3.43
"RAB17",1.11,3.78
"RAB18",5.53,4.89
"RAB19",0.12,1.02
"RAB1A",7.9,6.66
"RAB1AP1",0.58,1.09
"RAB1AP2",0.18,0
"RAB1B",6.93,7.4
"RAB1C",2.01,0.92
"RAB20",7,5.47
"RAB21",3.86,3.25
"RAB22A",4.67,4.11
"RAB23",5.12,2.58
"RAB24",2.19,2.56
"RAB25",0.13,2.66
"RAB26",2,1.69
"RAB27A",5.71,3.08
"RAB27B",3.8,0.72
"RAB28",5.65,4.42
"RAB28P1",0,0
"RAB28P2",0,0
"RAB28P3",0,0
"RAB28P4",0,0
"RAB28P5",0.56,0.44
"RAB29",5.33,3.93
"RAB2A",6.9,6.51
"RAB2B",4.73,5.1
"RAB30",2.63,1.72
"RAB30-DT",1.83,1.78
"RAB31",8.36,5.03
"RAB32",8.15,5.78
"RAB33A",3.98,1.31
"RAB33B",3.49,2.62
"RAB34",6.7,8.07
"RAB35",5.55,5.67
"RAB36",3.57,5.02
"RAB37",1.61,0.55
"RAB38",3.82,4.09
"RAB39A",1.85,0.17
"RAB39B",3.13,1.26
"RAB3A",4.63,3.56
"RAB3B",0.86,1.31
"RAB3C",1.68,0.55
"RAB3D",2.96,4.28
"RAB3GAP1",4.58,3.92
"RAB3GAP2",4.07,3.22
"RAB3IL1",4.53,5.31
"RAB3IP",1.97,2.49
"RAB40A",0.75,0.47
"RAB40AL",0,0.2
"RAB40B",3.2,3.34
"RAB40C",4.16,4.93
"RAB41",2.47,0.3
"RAB42",3.69,2.13
"RAB42P1",0,0
"RAB43",0.56,2.85
"RAB43P1",1.28,3.05
"RAB44",0,0.13
"RAB4A",5.63,4.72
"RAB4B",0.59,2.21
"RAB4B-EGLN2",0,0
"RAB5A",5.77,5.38
"RAB5B",5.99,6.7
"RAB5C",6.24,5.22
"RAB5CP1",0,0.74
"RAB5CP2",0.16,0.17
"RAB5IF",2.37,4.12
"RAB6A",6.76,6.23
"RAB6B",4.48,4.93
"RAB6C",0.32,0.07
"RAB6C-AS1",0.39,0
"RAB6D",0.32,0.52
"RAB7A",6.81,6.45
"RAB7B",4.14,2.81
"RAB8A",3.62,4.23
"RAB8B",5.52,2.98
"RAB9A",5.87,5.71
"RAB9AP1",0,0
"RAB9AP2",0,0
"RAB9AP3",0,0
"RAB9AP4",0,0
"RAB9AP5",0,0
"RAB9B",3.07,1.13
"RAB9BP1",0,0
"RABAC1",5.03,5.57
"RABEP1",3.79,3.3
"RABEP2",3.55,4.65
"RABEPK",5.35,3.86
"RABEPKP1",0,0
"RABGAP1",4.41,4.16
"RABGAP1L",2.5,2.53
"RABGAP1L-AS1",0,0.21
"RABGAP1L-DT",0.08,0.16
"RABGAP1L-IT1",0,1.31
"RABGEF1",2.07,2.3
"RABGGTA",4.42,4.96
"RABGGTB",5.34,3.67
"RABIF",4.15,3.83
"RABL2A",2.79,2.44
"RABL2B",3.72,3.01
"RABL3",3.83,2.99
"RABL6",4.76,5.16
"RAC1",8.88,8.35
"RAC1P1",0,0
"RAC1P2",4.65,3.82
"RAC1P3",0.18,0.18
"RAC1P4",0.48,0.34
"RAC1P5",0.95,0.18
"RAC1P6",0,0
"RAC1P7",0,0.5
"RAC1P8",0,0
"RAC1P9",0,0
"RAC2",5.46,4.12
"RAC3",5.13,4.82
"RACGAP1",4.74,4.98
"RACGAP1P1",0,0
"RACK1",9.64,9.75
"RAD1",4.14,3.47
"RAD17",4.15,3.4
"RAD17P1",0.05,0.25
"RAD17P2",0,0.35
"RAD18",3.28,3.01
"RAD1P1",0,0
"RAD1P2",0,0.16
"RAD21",6.8,6.07
"RAD21-AS1",0.82,0
"RAD21L1",0,0
"RAD21P1",0.36,0.12
"RAD23A",7.06,6.74
"RAD23B",6.87,6.04
"RAD23BP1",0.25,0.25
"RAD23BP2",0,0
"RAD23BP3",0,0
"RAD50",0.44,0.85
"RAD51",3.11,3.96
"RAD51-AS1",2.72,3.72
"RAD51AP1",2.89,3.62
"RAD51AP1P1",0,0.21
"RAD51AP2",0.36,0.25
"RAD51B",1.18,1.57
"RAD51C",3.2,2.62
"RAD51D",1.89,1.58
"RAD52",2.35,2.9
"RAD52P1",0,0
"RAD54B",0.99,2.38
"RAD54L",1.92,3.22
"RAD54L2",2.85,3.28
"RAD54L2P1",0,0
"RAD9A",3.01,4.06
"RAD9B",0.85,0.49
"RADIL",1.81,1.6
"RADX",2.98,0.27
"RAE1",5.09,4.51
"RAET1E",0.27,0.14
"RAET1E-AS1",0,0
"RAET1G",1.35,0.34
"RAET1K",0.22,0
"RAET1L",0.7,0.08
"RAET1M",0,0
"RAF1",4.42,3.65
"RAF1P1",0,0
"RAG1",0.25,0.58
"RAG2",0,0.03
"RAI1",3,5.89
"RAI1-AS1",0.14,2.25
"RAI14",5.68,4.53
"RAI2",2.83,7.25
"RALA",6.47,5.65
"RALB",6.46,5.6
"RALBP1",4.93,5.18
"RALBP1P1",0.16,0.21
"RALBP1P2",0.14,0
"RALGAPA1",1.9,1.9
"RALGAPA1P1",0.24,0.23
"RALGAPA2",3.21,3.87
"RALGAPB",4.19,4.15
"RALGDS",2.4,2.35
"RALGPS1",1.08,2.65
"RALGPS2",2.32,3.31
"RALY",6.27,6.51
"RALY-AS1",1.34,1.22
"RALYL",1.29,0
"RAMAC",3.47,2.69
"RAMACL",1.21,0.86
"RAMP1",9.14,5.57
"RAMP2",3.84,6.52
"RAMP2-AS1",0.45,0.59
"RAMP3",3.38,4.2
"RAN",7.9,7.09
"RANBP1",6.17,6.16
"RANBP10",3.57,4.1
"RANBP17",0.11,0.81
"RANBP1P1",2.79,2.07
"RANBP2",4.62,3.85
"RANBP20P",0.15,0.1
"RANBP3",4.75,4.8
"RANBP3L",3.71,0.86
"RANBP6",4.78,3.08
"RANBP9",5.91,4.7
"RANGAP1",5.92,6.29
"RANGRF",1.47,1.46
"RANP1",3.81,1.99
"RANP2",0,0
"RANP3",0,0
"RANP4",0.77,1.13
"RANP5",0,0
"RANP6",0.96,0.31
"RANP7",0,0
"RANP8",0.15,0.82
"RANP9",0,0
"RAP1A",6.17,4.35
"RAP1AP",0.75,1.14
"RAP1B",4.53,3.15
"RAP1BP1",0,0
"RAP1BP2",0,0
"RAP1BP3",0.19,0
"RAP1GAP",3.08,5.78
"RAP1GAP2",2.35,3.9
"RAP1GDS1",5.3,2.84
"RAP2A",5.09,3.27
"RAP2B",3.72,3.42
"RAP2C",5.74,3.32
"RAP2C-AS1",1.33,0.79
"RAP2CP1",0,0.28
"RAPGEF1",5.79,6.15
"RAPGEF2",3.07,2.36
"RAPGEF3",1.04,4.4
"RAPGEF4",2.26,1.78
"RAPGEF4-AS1",0.1,0.04
"RAPGEF5",1.62,3.21
"RAPGEF6",1.65,1.39
"RAPGEFL1",2.47,2.16
"RAPH1",1.35,1.01
"RAPSN",0.27,0.97
"RARA",4.84,5.46
"RARA-AS1",2.28,2.3
"RARB",4.12,2.43
"RARG",3.44,6.21
"RARRES1",6.36,6.18
"RARRES2",9.43,8.45
"RARRES2P1",0.84,1.71
"RARRES2P10",0,0.23
"RARRES2P11",0.21,1.19
"RARRES2P2",0,0.57
"RARRES2P3",0,0.22
"RARRES2P4",0.21,0.21
"RARRES2P5",0,0
"RARRES2P6",0,0
"RARRES2P7",0,0
"RARRES2P8",0,0
"RARRES2P9",0,0
"RARS1",6.34,5.52
"RARS1P1",0,0
"RARS2",5.97,4.9
"RASA1",4.21,3.55
"RASA2",3.85,2.83
"RASA2-IT1",0,1.01
"RASA3",4.34,3.43
"RASA3-IT1",0,0.27
"RASA4",0.35,0.24
"RASA4B",0.47,1.22
"RASA4CP",1.07,1.69
"RASA4DP",1.06,1.49
"RASAL1",1.2,3.33
"RASAL2",3.38,2.53
"RASAL2-AS1",1.85,0.83
"RASAL3",2.63,2.38
"RASD1",7.84,5.12
"RASD2",2.84,2.9
"RASEF",1.07,1.5
"RASGEF1A",2.41,1.68
"RASGEF1B",2.69,2.83
"RASGEF1C",0.97,1.55
"RASGRF1",1.08,0.19
"RASGRF2",1.36,2.94
"RASGRF2-AS1",0.11,0.53
"RASGRP1",2.03,1.6
"RASGRP2",2.24,2.17
"RASGRP3",2.05,1.2
"RASGRP3-AS1",0.93,0.94
"RASGRP4",3.22,2.45
"RASIP1",1.47,5.31
"RASL10A",2.24,1.57
"RASL10B",2.88,4.32
"RASL11A",3.57,3.97
"RASL11B",0.86,0.82
"RASL12",3.94,4.79
"RASSF1",5.5,4.56
"RASSF1-AS1",0,0
"RASSF10",0.95,5.75
"RASSF10-DT",0.3,1.92
"RASSF2",5.58,3.43
"RASSF3",4.81,5.05
"RASSF4",5.01,2.73
"RASSF5",3.9,3.08
"RASSF6",0.34,0.68
"RASSF7",3.82,7.73
"RASSF8",4.97,2.64
"RASSF8-AS1",2.89,1.07
"RASSF9",1.55,3.72
"RAVER1",3.67,5.1
"RAVER2",2.4,2.94
"RAX",0.17,0
"RAX2",0,0.25
"RB1",4.88,3.88
"RB1-DT",0.46,0.38
"RB1CC1",5.03,4.38
"RBAK",3.01,2.76
"RBAK-RBAKDN",0,0
"RBAKDN",0,0
"RBBP4",5.55,4.98
"RBBP4P1",1.76,1.19
"RBBP4P2",1.02,0.58
"RBBP4P3",0.08,0.08
"RBBP4P4",0.16,0
"RBBP4P5",0.51,0
"RBBP4P6",0,0
"RBBP5",4.41,3.52
"RBBP6",3.89,3.87
"RBBP7",6.84,5.88
"RBBP8",5.15,3.73
"RBBP8NL",0.11,4.95
"RBBP8P1",0,0
"RBBP9",4.78,4.25
"RBCK1",5.7,6.7
"RBFA",2.3,1.81
"RBFADN",0.31,0.46
"RBFOX1",1.35,1.34
"RBFOX2",4.93,5.02
"RBFOX3",1.21,0.14
"RBIS",4.61,3.63
"RBISP1",0,0
"RBISP2",0,0
"RBKS",2.6,2.98
"RBL1",3.05,2.01
"RBL2",4.68,3.49
"RBM10",5.86,7.11
"RBM11",1.35,1.95
"RBM11P1",0,0
"RBM12",5.18,4.59
"RBM12B",2.11,3
"RBM12B-AS1",1.04,1.28
"RBM14",4.25,5.45
"RBM14-RBM4",0.34,0.91
"RBM15",2.97,2.76
"RBM15-AS1",0.89,0.27
"RBM15B",4.84,5.82
"RBM17",5.06,5.02
"RBM17P1",0,0
"RBM17P2",0,0.22
"RBM17P3",0.09,0
"RBM17P4",0.4,0.54
"RBM18",5.06,3.4
"RBM19",3.65,4.08
"RBM20",0.58,0.77
"RBM22",5.9,5.38
"RBM22P1",0,0.17
"RBM22P12",0.17,0
"RBM22P13",0,0
"RBM22P2",0.28,2.02
"RBM22P3",0,0
"RBM22P4",0,0.09
"RBM22P5",0.08,0.09
"RBM22P6",0,0.24
"RBM22P7",0,0
"RBM23",3.8,6.27
"RBM24",2.57,1.41
"RBM25",4.13,4.26
"RBM26",3.58,3.51
"RBM26-AS1",0.89,0.92
"RBM27",3.37,2.78
"RBM28",2.8,2.69
"RBM3",7.09,6.16
"RBM33",3.4,3.69
"RBM34",1.03,0.88
"RBM38",5.05,7.4
"RBM38-AS1",0.57,1.3
"RBM39",5.86,4.87
"RBM39P1",1.4,0.37
"RBM4",2.27,2.64
"RBM41",2.26,1.62
"RBM42",6.83,7.38
"RBM43",2.71,2.69
"RBM43P1",0,0
"RBM44",0.54,0.24
"RBM45",2.84,2.43
"RBM46",0.27,0.03
"RBM47",3.62,4.41
"RBM48",3.05,2.06
"RBM48P1",0,0
"RBM4B",3.53,4.1
"RBM5",4.01,4.11
"RBM5-AS1",0.53,0.79
"RBM6",4.44,4.66
"RBM7",3.92,3.2
"RBM7P1",0.98,0.15
"RBM8A",5.55,4.85
"RBM8B",3.17,1.22
"RBMS1",5.07,4.16
"RBMS1P1",1.55,0.74
"RBMS2",3.89,4.65
"RBMS2P1",1.21,0.96
"RBMS3",1.81,1.97
"RBMS3-AS1",0.19,0.19
"RBMS3-AS2",0.22,0.83
"RBMS3-AS3",0.39,0.29
"RBMX",6.41,6.19
"RBMX2",5.19,4.05
"RBMX2P1",0,0
"RBMX2P2",0.11,0
"RBMX2P3",0,0.22
"RBMX2P4",0,0
"RBMX2P5",0.48,0.11
"RBMXL1",3.96,4.56
"RBMXL2",0.05,0.05
"RBMXL3",0,0.06
"RBMXP1",0.09,0
"RBMXP2",1.33,0.79
"RBMXP3",0.09,0.09
"RBMXP4",1.39,0.69
"RBMXP5",0.81,0.33
"RBMY1A1",0,0
"RBMY1A3P",0,0
"RBMY1B",0,0
"RBMY1D",0,0
"RBMY1E",0,0
"RBMY1F",0,0
"RBMY1HP",0,0
"RBMY1J",0,0
"RBMY1KP",0,0
"RBMY2AP",0,0
"RBMY2BP",0,0
"RBMY2CP",0,0
"RBMY2DP",0,0
"RBMY2EP",0,0
"RBMY2FP",0,0
"RBMY2GP",0,0
"RBMY2HP",0,0
"RBMY2JP",0,0
"RBMY2KP",0,0
"RBMY2NP",0,0
"RBMY2OP",0,0
"RBMY2QP",0,0
"RBMY2TP",0,0
"RBMY2UP",0,0
"RBMY2WP",0,0
"RBMY2XP",0,0
"RBMY2YP",0,0
"RBMY3AP",0,0
"RBP1",7.16,7.55
"RBP2",0.12,1.64
"RBP3",0,0.22
"RBP4",4.44,3.03
"RBP5",0.91,2.65
"RBP7",3.44,3.88
"RBPJ",5.56,4.23
"RBPJL",0.11,0.67
"RBPJP2",0,0
"RBPJP5",0,0
"RBPJP6",0,0
"RBPJP7",0,0
"RBPMS",4.93,4.85
"RBPMS-AS1",2.84,1.05
"RBPMS2",2.75,4.87
"RBPMS2P1",0.17,0.17
"RBPMSLP",0,1.73
"RBSN",3.61,3.62
"RBX1",6.9,5.72
"RBX1P1",0.3,0
"RBX1P2",3.06,2.24
"RC3H1",2.91,3.36
"RC3H1-IT1",0,0.6
"RC3H2",3.92,3.07
"RCAN1",6.91,3.04
"RCAN2",6.86,5.01
"RCAN3",2.41,3.44
"RCAN3AS",0.38,0.14
"RCBTB1",4.39,3.31
"RCBTB2",4.75,4.02
"RCBTB2P1",0,0
"RCC1",5.3,5.64
"RCC1L",5.47,5.02
"RCC2",6.21,7.29
"RCC2-AS1",0,0
"RCC2P1",0,0
"RCC2P2",0,0
"RCC2P3",0.07,0
"RCC2P4",0,0.38
"RCC2P5",0,0
"RCC2P6",0.26,3.57
"RCC2P7",0,0.17
"RCC2P8",0,0
"RCCD1",2.8,3.62
"RCCD1-AS1",0.22,1
"RCE1",4.48,4.98
"RCHY1",3.89,2.48
"RCL1",4.5,3.92
"RCN1",6.19,5.46
"RCN1P1",0.3,0.11
"RCN1P2",0.22,0
"RCN2",5.49,5.69
"RCN3",8.33,9.44
"RCOR1",3.67,4.07
"RCOR2",1.79,4.77
"RCOR3",3.72,3.46
"RCSD1",3.63,1.92
"RCVRN",0.12,0.6
"RD3",0,0.03
"RD3L",0,0
"RDH10",5.61,2.49
"RDH10-AS1",0.31,0.27
"RDH11",5.6,4.15
"RDH12",0.37,0.99
"RDH13",1.52,3.04
"RDH14",4.66,4.25
"RDH16",0.26,0.74
"RDH5",0.84,0.97
"RDH8",0.65,0.35
"RDM1",0.51,0.7
"RDM1P1",0,0
"RDM1P2",0,0
"RDM1P3",0,1.38
"RDM1P4",0,0
"RDM1P5",0.13,0.08
"RDX",5.94,5.29
"RDXP1",0.06,0.06
"RDXP2",1.62,0
"RDXP3",0.14,0.26
"REC114",0,0.33
"REC8",3.15,6.64
"RECK",3.93,3.08
"RECQL",4.76,2.7
"RECQL4",3.38,5.44
"RECQL5",2.57,3.23
"REELD1",0.94,0.19
"REEP1",2.59,1.51
"REEP2",4.85,5.79
"REEP3",5.59,4.71
"REEP4",5.86,5.26
"REEP5",7.17,6.27
"REEP6",3.99,2.86
"REG1A",0.24,0.54
"REG1B",0,0
"REG1CP",0,0.04
"REG3A",0,0
"REG3G",0.06,0.22
"REG4",0.03,0.13
"REL",1.82,1.42
"RELA",5.96,6.44
"RELA-DT",1.51,1.53
"RELB",5.62,6.14
"RELCH",2.92,2.28
"RELL1",4.57,3.4
"RELL2",1.69,1.59
"RELN",0.67,1.74
"RELT",3.19,2.32
"REM1",0.87,3
"REM2",0.72,4.03
"REN",0,1.77
"RENBP",5.16,3.45
"REP15",0.48,0.62
"REPIN1",5.24,6.98
"REPIN1-AS1",1.3,2.29
"REPS1",3.83,3.68
"REPS2",3.57,2.23
"RER1",6.4,5.6
"RERE",4.3,6.47
"RERE-AS1",0.54,1.54
"REREP1Y",0,0
"REREP2Y",0,0
"RERG",3.88,5.44
"RERG-AS1",0,1.91
"RERG-IT1",0.33,1.94
"RERGL",1.42,5.38
"RESF1",3.51,5.63
"RESP18",0.34,0
"REST",3.44,4.17
"RET",0.72,1.03
"RETN",2.63,0.68
"RETNLB",0,0
"RETREG1",4.21,2.23
"RETREG2",6.46,6.13
"RETREG3",5,4.36
"RETSAT",5.63,5.46
"REV1",3.49,2.85
"REV3L",2.41,3.37
"REV3L-IT1",0.49,1.39
"REX1BD",5.44,4.96
"REXO1",3.95,4.54
"REXO1L10P",0,0
"REXO1L11P",0,0
"REXO1L12P",0,0
"REXO1L1P",0.03,0
"REXO1L2P",0,0
"REXO1L3P",0,0
"REXO1L4P",0,0
"REXO1L5P",0,0
"REXO1L6P",0,0
"REXO1L8P",0,0
"REXO1L9P",0,0
"REXO2",5.32,5.16
"REXO4",5.11,5
"REXO5",2.11,1.78
"RFC1",4.7,3.28
"RFC2",6.26,4.93
"RFC3",3.84,4.29
"RFC3P1",0,0
"RFC4",4.92,4.24
"RFC5",3.74,3.86
"RFC5P1",0,0.78
"RFESD",0.67,0.33
"RFESDP1",0,0
"RFFL",2.88,1.74
"RFK",5.65,4.08
"RFKP1",0,0.24
"RFKP2",0,0
"RFLNA",5.42,3.07
"RFLNB",5.84,4.25
"RFNG",5.15,5.8
"RFPL1",0.07,0.07
"RFPL1S",0.99,1.07
"RFPL2",0.61,0.28
"RFPL3",0.07,0.14
"RFPL3S",0.11,0.05
"RFPL4A",0.45,0
"RFPL4AL1",0,0.09
"RFPL4AP1",0,0
"RFPL4AP3",0,0
"RFPL4AP5",0,0
"RFPL4AP6",0.45,0
"RFPL4AP7",0,0
"RFPL4B",0.22,0
"RFT1",3.8,3.64
"RFTN1",5.19,4.75
"RFTN1P1",0,0.03
"RFTN2",2.39,2.17
"RFWD3",3.94,3.77
"RFX1",3.24,5.28
"RFX2",3.26,2.84
"RFX3",1.9,3.05
"RFX3-AS1",1.15,1.13
"RFX4",1.99,0.56
"RFX5",4.49,5.15
"RFX5-AS1",1.63,2.22
"RFX6",0,0
"RFX7",2.32,2.76
"RFX8",3.93,0.36
"RFXANK",5.42,5.31
"RFXAP",3.06,2.76
"RGCC",7.31,6.52
"RGL1",5.04,4.56
"RGL2",5.67,5.58
"RGL3",2.68,4.59
"RGL4",0.6,0.7
"RGMA",2.98,4.05
"RGMB",3.16,3.24
"RGMB-AS1",0.93,1.27
"RGN",2.48,3.73
"RGP1",3.75,4.6
"RGPD1",0.04,0.03
"RGPD2",0.05,0.17
"RGPD3",0.33,0.18
"RGPD4",0.44,0.03
"RGPD4-AS1",0,0
"RGPD5",0.06,0.02
"RGPD6",0.03,0.07
"RGPD8",0.63,0.25
"RGR",1.96,0.02
"RGS1",9.09,4.2
"RGS10",6.82,6
"RGS11",1.33,1.67
"RGS12",3.02,3.81
"RGS13",0.12,0.29
"RGS14",4.29,4.23
"RGS16",8.07,5
"RGS17",3.22,0.55
"RGS17P1",0.5,1.35
"RGS18",3.26,0.92
"RGS19",5.52,5.67
"RGS2",9.83,5.86
"RGS20",3.15,0.75
"RGS21",0,0
"RGS22",1.77,1.03
"RGS3",4.64,3.87
"RGS4",5.52,4.56
"RGS5",2.91,3.89
"RGS5-AS1",0,0
"RGS6",0.79,1.46
"RGS7",1.86,1.51
"RGS7BP",2.12,1.72
"RGS8",0.84,0.05
"RGS9",1.6,2.22
"RGS9BP",0.13,0.43
"RGSL1",0,0
"RHAG",0.23,0
"RHBDD1",3.85,3.3
"RHBDD2",7.51,7.18
"RHBDD3",5.01,6.34
"RHBDF1",3.73,4.92
"RHBDF1P1",0.06,0.11
"RHBDF2",4.81,4.77
"RHBDL1",2.73,2.2
"RHBDL2",1.76,3.07
"RHBDL3",2.19,1.17
"RHBG",0.09,0.48
"RHCE",2.21,2.04
"RHCG",1.07,1.14
"RHD",1.3,1.3
"RHEB",7.46,6.75
"RHEBL1",2.59,1.17
"RHEBP1",0.19,0.19
"RHEBP2",2.45,1.74
"RHEBP3",0,0.74
"RHEX",0.24,6.42
"RHNO1",4.43,5.59
"RHO",0,0.26
"RHOA",9.03,8.32
"RHOA-IT1",0.8,1.77
"RHOB",9.8,9.36
"RHOBTB1",3.56,3.33
"RHOBTB2",3.38,3.31
"RHOBTB3",6.23,3.48
"RHOC",7.57,6.67
"RHOD",4.83,6.02
"RHOF",0.1,1.46
"RHOG",7.33,7.23
"RHOG2P",0.62,0.35
"RHOH",2.33,0.47
"RHOJ",4.6,3.41
"RHOQ",6.73,4.34
"RHOQ-AS1",1.62,1.43
"RHOQP1",1.44,0.96
"RHOQP2",2.27,1.05
"RHOQP3",1.16,0.32
"RHOT1",4.37,3.31
"RHOT1P1",0,0.57
"RHOT1P2",0.76,0
"RHOT1P3",0.76,0
"RHOT2",5.44,5.76
"RHOU",4.46,5.77
"RHOV",1.44,3.84
"RHOXF1",1.09,0.95
"RHOXF1-AS1",1.17,1.76
"RHOXF1P1",0.07,2.67
"RHOXF1P2",0,1.35
"RHOXF1P3",0.23,0.55
"RHOXF2",0,0.32
"RHOXF2B",0,0
"RHPN1",3.01,4.93
"RHPN1-AS1",1.73,2.36
"RHPN2",3.67,5.76
"RHPN2P1",0.09,0.21
"RIBC1",1.78,2.44
"RIBC2",1.67,2.59
"RIC1",3.62,3.23
"RIC3",1.08,2.3
"RIC3-DT",0,0.17
"RIC8A",6.2,5.91
"RIC8B",3.06,3.82
"RICTOR",2.6,2.12
"RIDA",5.62,4.38
"RIF1",2.93,3.22
"RIIAD1",0.71,0.56
"RILP",4.38,4.91
"RILPL1",2.38,3.05
"RILPL2",3.98,3.16
"RIMBP2",1.23,0.75
"RIMBP3",0.15,0.22
"RIMBP3B",0.04,0.07
"RIMBP3C",0.04,0.09
"RIMKLA",0.86,0.49
"RIMKLB",2.66,3.52
"RIMKLBP1",0.34,0.85
"RIMKLBP2",0.43,1.41
"RIMS1",0.59,0.05
"RIMS2",1.5,0.24
"RIMS3",3.01,3.17
"RIMS4",1.57,3.63
"RIN1",3.55,2.62
"RIN2",5.2,4.35
"RIN3",4.25,4.45
"RING1",7.12,6.38
"RINL",3.37,2.68
"RINT1",4.52,2.7
"RIOK1",5.27,3.52
"RIOK2",3.9,2.87
"RIOK3",5.82,6.69
"RIOK3P1",0,0
"RIOX1",2.83,3.63
"RIOX2",3.13,2.95
"RIPK1",3.99,3.3
"RIPK2",5.55,4.32
"RIPK3",2.31,1.2
"RIPK4",0.56,4.97
"RIPOR1",4.86,5.04
"RIPOR2",3.78,2.8
"RIPOR3",2.58,3.98
"RIPOR3-AS1",0.11,1.84
"RIPPLY1",0.17,0.41
"RIPPLY2",0.17,0
"RIPPLY3",0.19,1.36
"RIT1",5.45,4.16
"RIT2",0.9,0
"RITA1",4.62,6.19
"RLBP1",0.77,0.12
"RLF",4.55,3.41
"RLIM",4.31,3.31
"RLIMP1",0.06,0.95
"RLIMP2",0,0
"RLN1",0.26,0.42
"RLN2",0.1,1.6
"RLN3",0.17,0
"RMC1",4.77,6.34
"RMDN1",5.24,3.58
"RMDN2",2.81,1.16
"RMDN2-AS1",0.13,0.03
"RMDN3",5.57,4.17
"RMI1",3.59,2.68
"RMI2",3.33,3.5
"RMND1",4,3.73
"RMND5A",4.21,4.73
"RMND5B",3.55,4.61
"RMRP",0,0
"RMRPP5",0,0.37
"RMST",0.16,3.11
"RN7SK",0,0
"RN7SKP1",0,0.33
"RN7SKP10",0,0
"RN7SKP100",0,1.07
"RN7SKP101",0,0
"RN7SKP102",0,0
"RN7SKP103",0,0.57
"RN7SKP104",0,0
"RN7SKP105",0,0
"RN7SKP106",0,0
"RN7SKP107",0,0
"RN7SKP108",0,0
"RN7SKP109",0,0
"RN7SKP11",0.34,0.86
"RN7SKP110",0,0
"RN7SKP111",0,0.65
"RN7SKP112",0,0
"RN7SKP113",0,0
"RN7SKP114",0,0.64
"RN7SKP115",0,0
"RN7SKP116",0,0
"RN7SKP117",0,0
"RN7SKP118",0,0
"RN7SKP119",0,0
"RN7SKP12",0,0
"RN7SKP120",0,0
"RN7SKP121",0,0
"RN7SKP122",0,0
"RN7SKP123",0,0.34
"RN7SKP124",0,0.54
"RN7SKP125",0,0
"RN7SKP126",0,0
"RN7SKP127",0,0.29
"RN7SKP128",0,0.33
"RN7SKP129",0,0
"RN7SKP13",0,0
"RN7SKP130",0,0
"RN7SKP131",0,0
"RN7SKP132",0,0
"RN7SKP133",0,0.54
"RN7SKP134",0,0
"RN7SKP135",0,0.7
"RN7SKP136",0,0
"RN7SKP137",0,0.33
"RN7SKP139",0,0
"RN7SKP14",0,0
"RN7SKP140",0,0
"RN7SKP141",0,0
"RN7SKP142",0,0
"RN7SKP143",0,0
"RN7SKP144",0,0.64
"RN7SKP145",0,0
"RN7SKP146",0,0
"RN7SKP147",0,0
"RN7SKP148",0.35,0
"RN7SKP149",0,0
"RN7SKP15",0,0
"RN7SKP150",0.31,1.87
"RN7SKP151",0,0.32
"RN7SKP152",0,0
"RN7SKP153",0,0.32
"RN7SKP154",0,1.05
"RN7SKP155",0,0
"RN7SKP156",0,0
"RN7SKP157",0,0
"RN7SKP158",0,0.97
"RN7SKP159",0,0
"RN7SKP16",2.42,1.5
"RN7SKP160",0.74,1.1
"RN7SKP161",0,0
"RN7SKP162",0,0
"RN7SKP163",0,2.02
"RN7SKP164",0,0
"RN7SKP165",0,0.28
"RN7SKP166",0,0
"RN7SKP167",0,0
"RN7SKP168",0,0.33
"RN7SKP169",0,0
"RN7SKP17",0,0
"RN7SKP170",0,0.31
"RN7SKP171",0,0
"RN7SKP172",0,0.33
"RN7SKP173",0,0.8
"RN7SKP174",0,0
"RN7SKP175",0,0
"RN7SKP176",0,0
"RN7SKP177",0,0
"RN7SKP178",0,0.31
"RN7SKP179",0,0
"RN7SKP18",0.35,0.36
"RN7SKP180",0,2.73
"RN7SKP181",0,0
"RN7SKP182",0,0
"RN7SKP183",0,0
"RN7SKP184",0,1.4
"RN7SKP185",0,0.78
"RN7SKP186",0,0.33
"RN7SKP187",0,0
"RN7SKP188",0,0
"RN7SKP189",0,0.96
"RN7SKP19",0,0
"RN7SKP190",0,0
"RN7SKP191",0,0
"RN7SKP192",0,0
"RN7SKP193",0,1.18
"RN7SKP194",0,0
"RN7SKP195",0,0
"RN7SKP196",0,0
"RN7SKP197",0,0
"RN7SKP198",0,0.33
"RN7SKP199",0,0
"RN7SKP2",0,0
"RN7SKP20",0,0
"RN7SKP200",0,0
"RN7SKP202",0,0
"RN7SKP203",2,5.64
"RN7SKP204",0,0
"RN7SKP205",0,0.82
"RN7SKP206",0,0
"RN7SKP207",0,0
